brand,name,old_price_reais,old_price_centavos,new_price_reais,new_price_centavos,reviews_rating_number,reviews_amount
FILA,Tênis Fila Racer Nairobi Novo Lançamento Corrida Running ,379,99,36,84,,
FILA,Tênis Fila Venture Tracer Masculino Esportivo,444,33,44,43,,
FILA,Tênis Fila Kr6,399,90,39,99,,
OLYMPIKUS,Olympikus Only 2 Masculino Adultos,199,99,151,99,4.7,(1698)
ELLUS,Tênis Ellus Masculino Ray Preto,569,99,469,99,,
FILA,Tênis Fila Racer Gripper Masculino Original,329,99,232,53,,
ZEUZ,Tênis Masculino Esportivo Caminhada Academia Musculação Leve,80,33,7,81,4.4,(5)
OLYMPIKUS,Tênis Olympikus Masculino Cyber 4 Confortável Macio Leve ,269,99,194,58,,
FILA,Tênis Fila F Virtuous Masculino Preto,359,90,35,99,,
ADAPTION,Kit 2 Pares De Tenis Masculino Academia Limited + Relogio,139,90,13,60,4.4,(4024)
,Tênis Masculino Academia Caminhada Corrida Training Bylbow,78,90,72,58,4.6,(3021)
POLO JOY,Tênis Polo Joy Casual Masculino Academia Macio Leve Original,78,90,7,67,4.8,(98)
OLYMPIKUS,Tênis Masculino Esportivo Olympikus Soma Original,219,90,172,90,,
ZEUZ,Tênis Masculino Leve Esportivo Conforto Dia A Dia Elástico,89,90,29,97,4.5,(4)
UNDER ARMOUR,Tênis Under Armour Charged Quicker Masculino,444,33,349,90,,
FILA,Tenis Fila Racer Comet Preto,299,90,33,32,,
OLYMPIKUS,Tênis Masculino Olympikus Neblina Corrida Treino Dia A Dia,285,90,251,59,,
ADIDAS,Tênis Masculino E Feminino Runfalcon 3.0 adidas Oferta,461,05,46,10,4.8,(1014)
REEBOK,Tenis Reebok Nano Flex Tr V2 Masculino 100033531,599,44,58,12,,
OLDSEN,Tenis Unissex Infantil Jaguar Corrida Academia Treino 34-43,78,90,74,95,4.6,(817)
,Tenis Masculino Academia Corrida Wave Force Promoção Barato,75,99,7,39,4.3,(329)
GLK,Tênis Esportivo Marathon Tamanho Grande Especial 45 46 47,130,90,118,47,,
OLYMPIKUS,Tênis Olympikus Proof 3 Masculino Original,199,99,149,99,4.8,(118)
OLYMPIKUS,Olympikus Corre Grafeno 2 Masculino Adultos,561,39,54,,4.7,(16)
PLAZA,Kit 2 Tênis Masculino Casual Esportivo Neo Running Academia,125,90,12,24,4.0,(60)
ADIDAS,Tênis adidas Terrex Ax2s Original Masculino,599,90,59,99,,
FILA,Tenis Fila F Virtuous Preto,339,90,33,99,5.0,(2)
OLYMPIKUS,Tênis Olympikus Rayo - Masculino Casual Confortável E Leve,259,99,188,67,,
OLYMPIKUS,Tênis Olympikus Volcan Masculino Corrida - Caminhada,222,11,31,73,,
,Tênis Bolsonaro Masculino Feminino Patriota Style Super Leve,199,90,33,32,4.7,(131)
ASCENSION,Tenis Esportivo Masculino Treino Academia Leve Confortável,150,50,30,10,,
FILA,Tênis Fila Racer T2 S Masculino Preto/coral,599,90,58,16,,
PUMA,Tênis De Corrida Deviate Nitro 2 Masculino Puma Tênis De Cor,1.199,99,119,,5.0,(1)
OLYMPIKUS,Tênis Olympikus Corre 3 Verde Azul E Rosa,499,99,48,47,5.0,(32)
ADAPTION,Kit 2 Pares De Tenis Masculino Adaption Academia Limited ,129,90,12,63,4.1,(258)
NEW BALANCE,Tenis Masculino New Balance Bb80 Ergonômico Leve - Original,409,40,323,31,,
MIZUNO,Mizuno Wave Falcon 5 Masculino Adultos,431,80,249,56,4.8,(12)
ON RUNNING,Tênis On Running Cloud X 2.0,599,90,59,99,4.9,(35)
FILA,Fila Outfield Masculino Adultos,219,99,31,43,4.7,(24)
VANELLI,Kit 2 Pares Tênis Masculino Esportivo Leve Macio Promoção,142,90,135,75,4.6,(63)
OLYMPIKUS,Tênis Esportivo Masculino Olympikus Subverse Lançamento Novo,349,99,35,,,
OLYMPIKUS,Tênis Running Masculino Olympikus Pride 3 Branco E Cinza,493,99,49,40,,
,Sapatilha Híbrida Aquática Pesca Neoprene Trilha Bike Praia,53,67,17,,4.6,(203)
OLYMPIKUS,Tênis Olympikus Aquarius Masculino Adulto Corrida Treino,237,49,169,90,4.8,(42)
OLYMPIKUS,Tênis Masculino Olimp Confortável Corrida E Caminhada Marte,189,99,31,67,,
OLYMPIKUS,Tênis Masculino Olympikus Marte Treino Caminhada Casual,200,90,180,90,,
FILA,Tênis Fila Classic Runner Sl Masculino Branco,289,90,32,21,,
,Tenis Masculino Olimp Kit 02 Pares Academia Promoção Oferta,139,90,13,60,4.4,(2888)
,Tenis Olympikus Cyber Masculino Original Academia Caminhada,237,49,178,60,4.8,(894)
POLO JOY,Combo 2 Pares Tenis Masculino Polo Joy Sapatenis Casual,199,90,157,70,4.7,(1313)
OLYMPIKUS,Tênis Olympikus Masculino Voa 2 - Original,299,99,33,33,,
OLYMPIKUS,Tenis Masculino Olympikus Urbex,199,90,33,32,5.0,(26)
FILA,Tênis Fila Masculino Trend 3.0 Treino Caminhada Casual,319,90,281,51,,
FILA,Tênis Fila Recovery Preto Masculino Cinza E Vermelho,379,99,254,59,,
FILA,Tenis Fila Efect,259,90,32,49,5.0,(3)
OLYMPIKUS,Tênis Olympikus Diffuse 5 Masculino - Original,299,99,29,08,,
OLYMPIKUS,Tênis Running Masculino Olympikus Pride 3 Azul E Laranja,493,99,49,40,,
MIZUNO,Tênis Feminino Ou Masculino Academia Promoção Pronta Entrega,98,50,32,83,4.3,(1321)
OLYMPIKUS,Tênis Masculino Olympikus Volcan Lançamento Original,211,10,170,99,4.6,(7)
FILA,Tênis Fila Racer Flexor Masculino,269,62,33,,,
HARD,"Tenis Masculino, Corrida Esportivo Levinho Novo Lançamento",129,98,79,66,4.1,(48)
OLYMPIKUS,Tenis Masculino Olympikus Cyber 3,249,90,31,24,4.9,(55)
PUMA,Tênis Puma Flyer Runner Mesh Bdp Masculino Original,329,90,255,49,,
,Tenis Masculino Academia Corrida Wave Force Promoção Barato,75,99,7,39,4.3,(329)
VILI,Tênis Masculino Academia Caminhada Vili Barato Leve Corrida,109,49,98,54,4.5,(2055)
,Tênis Bolsonaro : Liberdade Style Super Confortável ,169,90,33,98,4.8,(96)
FILA,Tenis Fila Masculino Promoção ,289,90,32,21,4.8,(5)
OLYMPIKUS,Tênis Olympikus Corre 3 Verde,499,90,49,99,4.8,(118)
OLYMPIKUS,Tênis Olympikus Estilo 2 Preto,209,90,34,98,5.0,(2)
MIZUNO,Tênis Running Masculino Mizuno Wave Rider 27 Azul,1.235,52,123,,,
CREATION,Combotênis Academia Creation 20 Combo De 3 Pares Confortável,199,90,33,32,4.1,(199)
FILA,Tênis Fila Masculino Trend 3.0 Treino Caminhada Casual,319,90,278,31,,
PLAZA,Kit 2 Tênis Masculino Casual Esportivo Neo Running Academia,125,90,12,24,4.0,(60)
ASCENSION,Tênis Ortopédico Masculino Feminino Asc Original Calce Fácil,129,90,106,51,4.7,(100)
OLDSEN,Tênis Masculino Jaguar Oldsen Treino Corrida Promoção Top,78,97,75,02,4.4,(2848)
ASICS,Tênis Asics Masculino Jolt 4 Marinho+preto,349,99,35,,,
OLYMPIKUS,Olympikus Aros Masculino Adultos,439,90,270,18,5.0,(9)
FILA,Tênis De Corrida Masculino Fila Racer Gripper Original,329,99,227,43,,
D3,Tênis Crossfit Masculino Rekoba Caminhada Academia Bararo,149,90,119,92,4.0,(176)
FILA,Tênis Fila Recovery Masculino Preto E Cinza,359,90,35,99,,
OLYMPIKUS,Tenis Olympikus Vest 43665311-amrelo,259,44,25,15,,
FILA,Tênis Fila Masculino Float Elite Corrida ,749,90,457,43,,
FILA,Tênis Fila Classic Runner Sl Marinho,339,90,33,99,,
DM DAMANDO,Tenis Masculino Academia Para Treino Em Nylon Leve,69,90,6,79,3.7,(6)
FILA,Tênis Fila Masculino Recovery Corrida Caminhada Confortável,399,90,355,91,,
OLYMPIKUS,Tênis Olympikus Corrida De Rua Preto - Masculino,289,99,32,22,,
FILA,Tênis Fila Masculino Efecto Treino Academia Caminhada Preto,319,90,268,71,,
OLYMPIKUS,Tênis Olympikus Corre Grafeno 2 Laranja,799,90,79,99,,
FILA,Tênis Fila Ride Masculino / Feminino - Original ,329,99,227,43,,
,Tenis Esporte Corrida Academia Caminhada Conforto + Relogio,59,90,5,82,,
OLYMPIKUS,Tênis Masculino Corrida Olympikus Edição Run Nova Tecnologia,189,99,31,67,,
OLYMPIKUS,Tênis Olympikus Corre Grafeno 2 Masculino,666,56,66,66,,
FILA,Tênis Masculino Fila Ride Original,329,99,227,43,5.0,(1)
FILA,Tênis Fila Racer Spider Masculino,311,92,275,66,4.9,(33)
,"Tenis Esportivo Feminino Masculino,resistente, Confortavel!",69,90,6,79,4.4,(90)
NEW BALANCE,Tênis New Balance Fuelcell Rebel V3 Masculino Original,789,99,76,59,,
OLYMPIKUS,Olympikus Challenger 4 Masculino Adultos,220,43,31,,4.8,(8)
REEBOK,Tênis Reebok Masculino Nano X3 Crossfit Treino,1.059,90,805,52,,
MIZUNO,Mizuno Wave Nirvana 9 Masculino Adultos,147,75,36,,,
,Tenis Masculino Academia Corrida Wave Force Promoção Barato,75,99,7,39,4.3,(329)
OLYMPIKUS,Tenis Masculino Olympikus Perfect 3 Preto/chumbo,233,32,186,65,4.7,(7)
OLYMPIKUS,Tênis Masculino Olympikus Cyber 4 Original,279,99,197,39,,
PUMA,Tênis De Corrida Puma Flyer Runner Mesh Bdp Original,329,90,245,12,,
OLYMPIKUS,Olympikus Casual Noventa Masculino Adultos,199,99,19,44,4.8,(527)
OLYMPIKUS,Olympikus Corre Vento 2 Masculino Adultos,439,90,396,60,5.0,(8)
OLYMPIKUS,Tênis Olympikus Ultraleve 237g,178,24,160,20,,
OLYMPIKUS,Tênis Olympikus Subverse Arenito - Masculino,349,99,35,,,
MIZUNO,Tênis Para Corrida Masculino Mizuno Wave Way 3 Treino ,459,90,326,52,,
FILA,Tênis Fila Masculino Esportivo Extra Treino Confortável,319,90,275,11,,
OLYMPIKUS,Tênis Olympikus Running Masculino Venum Marinho E Limão,283,99,255,60,,
OLYMPIKUS,Tênis Preto Masculino Olimpicos Esportivo Amortecimento Leve,279,99,255,19,,
PUMA,Tenis Puma Smash V2 Bdp - Original,327,61,268,20,,
OLYMPIKUS,Tênis Olympikus Lap Preto Original,149,90,37,48,4.7,(65)
OLYMPIKUS,Tênis Running Corrida Confortável Leve Original Olympikus,299,99,33,33,,
BAD FISH,Tênis Track Sapatilha Bad Fish Adventure Pesca Rosa Preto ,199,99,19,44,4.8,(77)
PUMA,Tênis De Corrida Magnify Nitro 2 Masculino Puma Tênis De Cor,999,90,99,99,,
OLYMPIKUS,Tênis Olympikus Marte Corrida Caminhada Confortável Unissex,209,90,167,92,5.0,(2)
,Tênis Bolsonaro : Liberdade Style Super Confortável ,169,90,33,98,4.8,(96)
WEST,Tênis Kit 2 Pares Mizwest 20 Promoção Masculino Garantia !!1,155,90,15,15,4.0,(300)
BF SHOES,Tênis Branco Lançamento Original Confortável,99,88,79,90,4.6,(7098)
,Tênis Meia Masculino E Feminino Sem Cadarço Confortável,62,90,59,75,4.7,(152)
PUMA,Tênis Puma Masculino Viz Runner V2 Bdp Corrida Treino,589,90,501,41,,
OLYMPIKUS,Tênis Running Masculino Olympikus Asfalto Preto,345,75,34,58,,
FILA,Tênis De Caminhada Masculino Fila Ride Original,329,99,227,43,,
,Sapatênis Masculino Em Couro Legitimo Kit Com Relógio Tenis,149,90,77,94,4.9,(8)
OLYMPIKUS,Tênis Olympikus Corre 3 Masculino Verde Neon,499,90,49,99,5.0,(8)
MIZUNO,Tênis Masculino Wave Creation Treino Macio Original Promoção,199,90,129,93,3.4,(10)
OLYMPIKUS,Olympikus 24/7 Lap Masculino Adultos,218,74,139,99,4.8,(7608)
REEBOK,Tenis Reebok Nano Flex Tr V2 Masculino 100033770,599,44,58,12,,
OLYMPIKUS,Olympikus Caminhada Cygnus Masculino Adultos,189,90,31,65,4.8,(879)
PUMA,Tênis Puma Masculino Cell Divide V2 Bdp Para Corrida,589,90,442,42,,
MIZUNO,Mizuno Wave Way 3 Masculino Adultos,345,54,276,43,4.7,(262)
SAPATOFRAN,Tênis Confortável Esportivo Academia Com Fone De Ouvido,149,90,128,91,,
OLYMPIKUS,Tênis Olympikus Neblina Masculino,279,90,31,10,4.5,(15)
OLYMPIKUS,Tenis Olympikus Masculino Feminino 34 Ao 43 Pronta Entrega,109,99,10,69,4.3,(833)
OLYMPIKUS,Olympikus Diffuse 4 Masculino Adultos,249,12,31,,5.0,(10)
,Tenis Sapatilha Neoprene Bike Pesca Unissex Top Promoção ,52,33,17,,4.6,(478)
PUMA,Tênis Puma Viz Runner V2 Bdp Masculino Esportivo,333,22,299,89,5.0,(6)
FILA,Fila Cage Python Masculino Adultos,199,90,19,43,4.5,(196)
ADAPTION,Kit 2 Tenis Masculino Academia Caminhada Promoção + Relogio,139,90,13,60,4.0,(26)
OLDSEN,Tênis Masculino Jaguar Oldsen Treino Corrida Promoção Top,59,90,5,82,4.7,(19)
OLYMPIKUS,Tênis Olympikus Corre 3 Masculino,499,90,49,99,5.0,(10)
FILA,Tênis Fila Ride Masculino Original ,329,99,227,43,5.0,(1)
OLYMPIKUS,Tenis Masculino Olympikus Beats Macio Flexivel - Original,292,44,239,40,5.0,(29)
OLYMPIKUS,Tênis Olympikus Subverse Feminino Running Esportivo Original,349,99,35,,,
UNDER ARMOUR,Tênis Under Armour Charged Skyline 4 Masculino- Preto,379,90,36,83,,
NB,Tênis Masculino New Balance 997s Sport Anatómico Macio ,209,99,194,99,5.0,(1)
,Tênis Olimpikus Masculino Feminino Difuse Flash Promoção,96,49,9,38,4.1,(179)
OLYMPIKUS,Tênis Olympikus Corre Grafeno 2 Unissex,599,90,59,99,4.8,(25)
FILA,Tênis Fila Efecto,299,90,33,32,5.0,(1)
FILA,Fila Racer T2 Masculino Adultos,499,99,369,55,4.9,(89)
ADAPTION,Kit 2 Pares De Tenis Masculino Academia Limited + Relogio,139,90,13,60,4.4,(4024)
UNDER ARMOUR,Tênis Under Armour Tribase Reps Branco/preto,339,90,33,99,5.0,(16)
OLYMPIKUS,Tenis Masculino Olympikus Index 3 Lançamento Original + Nf,211,10,153,20,4.7,(12)
,Kit Tênis De Corrida Masculino Academia Leve + Relógio,99,90,9,71,4.4,(252)
UNDER ARMOUR,Tênis Under Armour Charged Quicker Masculino Azul,359,90,35,99,5.0,(2)
,Combo 2 Pares Tênis Jeet Masculino Corrida Caminha Promoção,249,90,150,58,4.3,(522)
EVOLTENN,Kit 3 Tênis Desportivo Solado Trançado Macio Envio Imadiato,189,90,170,91,4.0,(28)
TAYGRA,Tênis Taygra Conforto Original + Brinde Unissex Várias Cores,179,90,17,49,4.8,(94)
OLYMPIKUS,Tênis Olympikus Perfect 4 Masculino,329,90,31,98,,
UNDER ARMOUR,Tênis Under Armour Charged Beat Masculino Esportivo,444,33,349,90,,
FILA,Tênis Fila Arcade Vlc Infantil,285,90,27,72,,
RAINHA,Tênis Chuteira Futsal Futebol Salão Corrida Academia Macio,108,70,98,91,4.3,(205)
UNDER ARMOUR,Tênis De Corrida Masculino Under Armour Charged Hit Original,499,90,474,90,,
FILA,Tênis Fila Masculino Efecto Treino Academia Caminhada Preto,319,90,284,71,,
PUMA,Tenis Masculino Puma Wired Run Softfoam Oftfoam - Original,369,99,236,79,,
FILA,Tênis Running Masculino Recovery Fila Original Prata,379,99,334,39,5.0,(2)
OLYMPIKUS,Mega Oferta Olympikus Neblina C/ Nf Lucaisane Tênis,259,99,25,21,4.6,(26)
NEW BALANCE,Tênis New Balance Masculino Fresh Foam X Trail More V3,1.190,10,940,14,,
ACTVITTA,Tenis Actvitta 4901.200 Masculino,199,90,180,,,
GP,Kit Tenis Polo Corrida Masculino + Relógio Promoção,100,33,33,,,
ASICS,Tênis Masculino Asics Gel Revelation Original Corrida Ful,349,90,129,46,,
OLYMPIKUS,Tênis Masculino Olympikus Original Academia Leve Macio Novo,349,90,118,96,3.3,(6)
NEW BALANCE,Tênis Masculino New Balance 247 Original Leve Novo Macio Ful,349,90,139,96,4.3,(4)
OLYMPIKUS,Tênis Olympikus Jogging 0100 33/44,187,30,168,36,4.7,(157)
FILA,Tênis Fila Ride Unissex Original ,329,99,234,29,,
MIZUNO,Tênis Mizuno Goya Masculino,349,90,33,92,,
,Kit 2 Tênis Ferrari New Caminhada Leve Confortável Promoção,259,90,168,93,4.3,(154)
FILA,Tênis Racer Gripper Fila Unissex Original ,329,99,227,43,,
ADAPTION,Kit 2 Pares Tenis + Relogio Brinde Academia Caminhada Leve,129,90,12,63,4.4,(82)
MIZUNO,Tênis Masculino Wave Creation Treino Macio Original Promoção,199,90,129,93,3.4,(10)
OLYMPIKUS,Olympikus Marte Masculino Adultos,159,99,15,55,4.7,(238)
MIZUNO,Tênis Mizuno Wave Creation 20 Original Academia Caminhada,199,90,129,93,,
NEW BALANCE,Tênis New Balance Fresh Foam Arishi V4 Masculino,499,90,48,47,,
OLYMPIKUS,Tênis Olympikus Marez Masculino Esportivo Corrida Macio Leve,349,99,33,93,,
EVOLTENN,Kit Três Tênis Desportivo De Corrida Para Academia Promoção,198,90,179,01,4.6,(156)
FILA,Tênis Para Corrida Masculino Performance Fila Float Elite ,749,90,449,94,,
OLYMPIKUS,Tênis Esportivo Masculino Olympikus Estilo Ref: 2 278,259,99,32,50,,
OLYMPIKUS,Olympikus Cyan Sem gênero Adultos,178,80,17,38,4.6,(91)
OLYMPIKUS,Tênis Running Masculino Olympikus Venum Marinho E Limão,283,99,31,55,,
PLAZA,Kit 4 Pares Tênis Casual Esportivo Original Neo Atacado ,269,90,33,74,4.4,(13)
,Tênis Masculino Hot Sol Numero Especial 38 Ao 43 Academia,104,90,34,97,4.7,(7)
OLDSEN,Tenis Masculino Oldsen Jaguar De Corrida Original Promoçao,59,90,5,82,4.2,(54)
UNDER ARMOUR,Tênis Under Armour Charged Wing Se Masculino Original,339,99,244,79,4.7,(17)
OLYMPIKUS,Tênis Olympikus Proof Masculino Original,175,55,159,52,4.6,(7)
EVOLTENN,Kit 3 Combo Tenis Masculino Corrida Treino Academia Leve,189,95,170,95,4.5,(286)
POLO JOY,Combo 2 Pares Tenis Masculino Polo Joy Casual Slip On Iate,169,90,16,51,4.6,(345)
OUSY SHOES,Tênis Caminhada Training Leve Confortável Masculino 2019,78,90,61,75,4.5,(63)
,Kit 2 Pares Tênis Masculino Academia Caminhada Rdw Original,149,90,37,48,,
,Tênis Olympikus Proof 3 Masculino Original Esportivo N* 48,199,99,189,99,4.9,(52)
RAYON,Tênis Masculino 3 Pares  Academia Atacado Promoção Barato,184,99,17,98,4.7,(258)
CORSA,Sapatilha Kart Corsa K - Race Br Azul Para Piloto Racing F1,539,90,52,34,,
MIZUNO,Tênis Mizuno Masculino Space 3 Corrida - Tamanhos Especiais,349,90,248,42,5.0,(1)
SAPATOFRAN,Kit Tênis Masculino Academia Com Meia Lupo + Relógio Digital,103,90,34,63,4.4,(88)
MIZUNO,Tênis Mizuno Wave Dynasty 5 Masculino Corrida,549,90,395,92,5.0,(1)
,Tênis Masculino Hot Sol Numero Especial 38 Ao 48,119,90,11,65,4.6,(76)
OLYMPIKUS,Tenis Olympikus Triunfo 3  Masculino 43290314-arenit,229,44,22,30,5.0,(1)
OLYMPIKUS,Tênis Olympikus Titanium Masculino Laranja Caminhada,369,90,35,86,,
MIZUNO,Tênis Mizuno Wave Mirai 6 - Masculino Original,531,14,499,39,,
BOX200,Tenis Box 200 Com Degrade No Cabedal - Bx2247,101,94,33,98,5.0,(1)
OLYMPIKUS,Tênis Olympikus Cyber 4 Masculino Original ,259,99,194,58,,
OLYMPIKUS,Tenis Olympikus Perfect 4 43631292-ptdrd,279,44,27,09,,
,Tênis Corrida Bolha Plus 1 Tn Muito Leve Novo Cr7 Mes,399,99,131,99,,
OLYMPIKUS,Tênis Olympikus Reverso 2 Masculino Corrida - Caminhada,335,67,306,,,
NEW BALANCE,Tênis Esportivo Corrida Super Leve New Balance Coleção Nova,399,99,38,78,,
,Kit 2 Tenis Masculino Esportivo Adulto Caminhada Corrida To,139,48,13,56,,
MIZUNO,Tênis Para Corrida Masculino Mizuno Wave Vitality 5 Treino,479,90,345,52,,
FILA,Fila Racer Carbon 2 Masculino Adultos,1.099,90,109,,5.0,(2)
NEW BALANCE,Tênis Masculino New Balance 247 Original Leve Novo Macio Ful,349,90,139,96,4.3,(4)
WEST,Tênis Kit 2 Pares Mizwest 20 Promoção Masculino Garantia !!1,155,90,15,15,4.0,(300)
MIZUNO,Tênis Masculino Wave Creation Treino Macio Original Promoção,199,90,129,93,3.4,(10)
WAVE,Kit 2 Tênis Wave Academia Masculino Creation 20 Promoção,144,90,36,22,4.0,(530)
OLYMPIKUS,Tênis Esportivo Masculino E Feminino Asfalto Olympikus,279,99,152,99,4.9,(201)
WAVE,Kit Com 3 Pares Super Promoção Tênis Esportivo Molas Creatio,218,90,31,27,4.0,(44)
ASICS,Tênis Asics Gel Original Leve Macio Academia Treino Corrida,159,90,31,98,4.1,(17)
MIZUNO,Tênis Mizuno Wave Creation 20 Original Academia Caminhada,199,90,129,93,,
OLYMPIKUS,Tenis Olympikus Diffuse Masculino Feminino Do 34 Ao 43,109,99,10,69,4.4,(125)
NEW BALANCE,Tênis Masculino New Balance 247 Couro Academia Caminhada,299,90,128,95,5.0,(1)
,Ténis Eclipse C.a.t Ultra Leve Lançamento Envio Já !,155,99,31,20,4.1,(23)
STYLL BABY,Tênis Mizun Styll Wave Creation 20 Masculino Tamanho 38 A 45,99,90,33,30,4.4,(17)
,Ténis Fly  C.a.t Ultra Leve Em Couro Lançamento !,179,89,35,98,3.6,(9)
MIZUNO,Tênis Mizuno Preto Promoção,99,99,9,72,,
OLYMPIKUS,Tênis Olympikus Corre 3,499,99,50,,4.8,(5)
,Tênis Corrida Bolha Plus 1 Tn Muito Leve Novo Cr7 Neymar,399,99,131,99,,
ASICS,Tênis Feminino Masculino Asics Sendai Original Couro E.v.a ,299,90,119,95,,
NEW BALANCE,Tênis Masculino New Balance 247 Promoção Academia Oferta,349,90,139,96,4.1,(10)
NEW BALANCE,Tênis New Balance 247 Preto Branco Lançamento Envio Imediato,299,90,128,95,,
ASICS,Tênis Asics Revelation Original Corrida Macio Envio Imediato,249,91,99,96,4.8,(10)
,Tênis Mizun Propheency Ls 8 X Novidade Promoção Frete Off,152,98,145,33,,
,Tênis Masculino Balance Corrida Leve 12 Mola,119,90,99,51,,
MIZUNO,Tênis Masculinos Wave Pro 9 Preto Preto Academia Corrida F.g,279,99,31,11,4.8,(5)
ASICS,Tênis Masculino Asics Revelation Academia Treino Macio ,249,92,99,96,3.4,(14)
MIZUNO,Tênis Esportivo Pro 8 Wave Preto Refletivo Conforto E Estilo,391,03,39,10,,
WAVE,Combo 3 Tênis Masculino Esportivo Promoção Wave Creation,218,90,31,27,3.8,(53)
OLYMPIKUS,Tenis Olympikus Diffuse Feminino Academia Envio Imediato,109,99,10,69,4.1,(92)
ASICS,Tênis Masculino Asics Gel Sendai Original Pronta Entrega Ful,249,90,119,95,2.5,(4)
CREATION,Tênis Creation 20 Masculino Oferta 2 Pares Combo Promoção,149,50,37,38,4.5,(21)
MIZUNO,Tenis Nirvana 9 Academia/caminhada Run Wr !!!,149,99,14,58,4.5,(1370)
OLYMPIKUS,Tenis Esportivo Masculino Feminino Barato Leve E Resistente,109,90,97,81,4.1,(433)
,Tenis Masculino Casual Elástico Confortavel Lançamento ,199,90,33,32,4.8,(10)
SKECHERS,Tênis Skechers Go Walk 6 Easy On Slip-ins Masculino 216278,510,21,51,02,,
MIZUNO,Mizuno Prophecy 13 Original Importado,419,70,41,97,,
,Tênis Refletivo 12 Molas Masculino & Feminino Amortecimento ,119,90,107,91,4.5,(55)
NEW BALANCE,Tênis New Balance 997s Sport Exclusivo Lançamento ,209,07,198,61,,
ASICS,Tênis Asics Gel Revelation Original Couro Academia Caminhada,249,92,99,96,,
ASICS,Tênis Asics Masculino Feminino Academia Promoção Aproveite,249,90,94,96,,
,Tênis Mizuno Prophency Flor De Lotus Novidade,299,98,284,98,,
OLYMPIKUS,Tênis Masculino Olympikus Original Academia Leve Macio Novo,349,90,118,96,3.3,(6)
,Tenis Casual Old Masculino Leve Confortavel,79,90,26,63,,
OLYMPIKUS,Tênis Olimpikus Olympikus  Confortavel Envio Imediato Leve,99,99,9,72,4.0,(116)
,Sapatilha Híbrida Água Ciclismo Pesca Trilha ,132,90,33,22,4.6,(8)
UNDER ARMOUR,Tênis De Corrida Under Armour Charged Starlight,199,99,33,33,4.8,(6)
,Tênis Para Academia Corrida Trabalhar Caminhada,99,90,33,30,4.5,(14)
ASICS,Tênis Asics Revelation Masculino Feminino Do 34 Ao 43,96,49,9,38,4.1,(171)
,Tenis Neoprene Prático Confortável Bike Corrida Pesca Trilha,132,90,33,22,,
OLYMPIKUS,Olympikus Lightspeed Sem gênero Adultos,110,,99,,4.5,(94)
OLYMPIKUS,Tenis Feminino E Masculino Confortável Para Esportes Oferta,199,90,99,95,,
NEW FASHION,Tenis New Fashion 33y Premium Respiravel Macio Unissex,167,90,33,58,,
,Tenis Infantil De Led Divertido Batman Relogio + Oculos,49,90,16,63,,
CREATION,3 Pares Tênis Confortável Creation 20 Oferta Ótima Qualidade,197,90,32,98,4.7,(33)
,Vans Knu Stack Masculino Adultos,100,,,,,
MZ,Tênis Feminino Mizuno Jet Promoção Caminhada Crossfit Run,79,90,26,63,,
OLYMPIKUS,Tênis Masculino Olympikus Volcan Academia Corrida Original,249,99,189,99,5.0,(5)
